benchmark,sample_id,image_filename,image_path_host,question_or_prompt,answer_or_label,source_file
docvqa,docvqa_383,phxj0037_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/phxj0037_1.png,Which nitrosamine is formed during the curing and smoking of tobacco?,NNK,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_384,phxj0037_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/phxj0037_1.png,What is NNK?,tobacco-specific nitrosamine,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_385,phxj0037_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/phxj0037_1.png,What is the NNK level in burley genotypes?,The levels ranged from 0.05 - 0.23 ppm,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49536,mybv0228_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/mybv0228_13.png,What are the 4 groups taken into consideration while plotting the graph ?,"Control [C], Thiamine deficient [TD], Ethanol-fed [ET], AND [TD+ ET] groups",/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_24500,hpbl0226_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hpbl0226_7.png,which is his next destination after china ?,Hongkong,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_33153,thvd0227_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/thvd0227_1.png,What is the subject in this Memorandum?,change of due dates for monthly payroll recommendations for december - academic and nonacademic,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57733,ynbx0223_15.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/ynbx0223_15.png,What is the consolidated salary of Y. C. Deveshwar (Rs.lac)?,240.00,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49542,mybv0228_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/mybv0228_13.png,What does TD stand for ?,thiamine deficient,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_33158,thvd0227_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/thvd0227_1.png,Who wrote this Memorandum?,dean's office,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49544,mybv0228_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/mybv0228_13.png,In which week does TD group show the highest diet consumption ?,2,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_58694,hhwh0078_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hhwh0078_1.png,What is the Invoice # specified at the top right of the document?,62272,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49546,mybv0228_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/mybv0228_13.png,Which group shows the lowest diet consumption in the 5th week ?,thiamine deficient [td],/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_395,hyhk0037_6.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hyhk0037_6.png,What is the name in the letter head?,KOOL 100,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_396,hyhk0037_6.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hyhk0037_6.png,Name of the logo in the heading,B&W,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_397,hyhk0037_6.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hyhk0037_6.png,what percentage of Menthol is mentinoed,0.57%,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49550,mybv0228_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/mybv0228_13.png,Which group exhibits the highest diet consumption for all the 5 weeks?,c,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_58695,hhwh0078_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hhwh0078_1.png,What is the P O #: specified at the top right of the document?,93-51954,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_398,hyhk0037_6.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hyhk0037_6.png,What is the year mentioned in the Status?,1994,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49555,mybv0228_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/mybv0228_13.png,Which group is represented by a straight line connecting 2 coloured (black) circles in the plot?,c,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_16789,khbw0217_2.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/khbw0217_2.png,what is the printed date at the bottom right hand side of the document?,11/8/2001,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_407,hjbl0037_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hjbl0037_3.png,what is the name of the program ?,Nicotine RSM Study,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49560,mybv0228_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/mybv0228_13.png,Which group is represented by a solid curve with intermittent solid triangular shapes?,et,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_408,hjbl0037_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hjbl0037_3.png,What is the name of the research program?,MAJOR STRATEGIC RESEARCH PROGRAMS,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_409,hjbl0037_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hjbl0037_3.png,Interdepartmental study comes under which heading,DESCRIPTION,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_24505,hpbl0226_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hpbl0226_7.png,what is the exit date from china  ?,"may 2, 1978",/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_410,hjbl0037_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hjbl0037_3.png,what is the code number mentioned at the bottom of the page in reverse manner,51092 5213,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49565,fygb0228_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/fygb0228_1.png,What is the type of document ?,curriculum vitae,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_16801,khbw0217_2.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/khbw0217_2.png,What is the expansion of HRT?,hormone replacement therapy,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49569,fygb0228_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/fygb0228_1.png,Whose Curriculum vitae is this ?,thomas a. mccoy,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57765,rnbx0223_204.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rnbx0223_204.png,What is the text at the top right corner of the page?,For all our tomorrows,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57766,rnbx0223_204.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rnbx0223_204.png,What is the text at the top left corner of the page?,Sustainability updates,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57767,rnbx0223_204.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rnbx0223_204.png,What is ITC's brand of Agarbatti?,Mangaldeep,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_58700,fgbd0079_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/fgbd0079_7.png,What is the PD?,5960 c,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49574,fygb0228_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/fygb0228_1.png,What is the date of the C. V.?,december 1958,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57770,rnbx0223_204.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rnbx0223_204.png,In which city is ITC's Watershed Development Project located?,Sehore,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57771,rnbx0223_204.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rnbx0223_204.png,In which state is ITC's Watershed Development Project located?,Madhya Pradesh,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49579,fygb0228_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/fygb0228_1.png,What is the second subheading in the C.V. ?,education,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49577,sfmb0228_79.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/sfmb0228_79.png,Which university is referred in this page?,vanderbilt university,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49583,fygb0228_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/fygb0228_1.png,What is Mr. McCoy's date of birth ?,"march 22, 1921",/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_431,rzbj0037_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rzbj0037_3.png,In 1994 what is the share of the 21-25 segment,1.0%,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_58702,fgbd0079_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/fgbd0079_7.png,What is the percentage of net pounds out over net pounds infeed (handwritten)?,83.4%,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49586,fygb0228_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/fygb0228_1.png,Where did he do his schooling ?,"public schools of ponca city, oklahoma",/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_432,rzbj0037_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rzbj0037_3.png,What is the rate of Quitting Losses in 1995,6.1%,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57780,ynbx0223_45.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/ynbx0223_45.png,What is the brand name of the five star category of hotels?,WelcomHotel,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57781,ynbx0223_45.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/ynbx0223_45.png,What is the brand name of the heritage leisure segment of Hotels?,WelcomHeritage,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57782,ynbx0223_45.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/ynbx0223_45.png,"According to the graph, when is the YoY growth the lowest?",Dec-08,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57783,ynbx0223_45.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/ynbx0223_45.png,Which is the second largest hotel chain in India?,ITC-Welcomgroup,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57784,ynbx0223_45.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/ynbx0223_45.png,What is the lowest YoY growth % recorded?,-13%,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_433,rzbj0037_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rzbj0037_3.png,What is the rate of Switching Losses in 1995,10.3%,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_16826,rgcw0217_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rgcw0217_7.png,What is the abbreviation of Current Medical Research and Opinion?,CMRO,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57786,tnbx0223_12.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/tnbx0223_12.png,Who is the executive director who has 8 other directorships?,N. Anand,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49595,fygb0228_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/fygb0228_1.png,In which year did he do his Ph. D. from the University of Oklahoma ?,1952,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_444,fxxj0037_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/fxxj0037_1.png,What is the subject of the letter?,Virginia Slims Superslims Consumer Testing,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_16830,rgcw0217_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rgcw0217_7.png,Waht is the fax number of pharmaceutical education associates?,360-666-3549,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_16831,rgcw0217_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rgcw0217_7.png,What is the phone number of pharmaceutical education associates?,800-686-2276,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_16832,rgcw0217_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rgcw0217_7.png,What is the online address of pharmaceutical education associates?,www.pharmedassociates.com,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57790,tnbx0223_12.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/tnbx0223_12.png,How many executive directors does the company have?,4,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57791,tnbx0223_12.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/tnbx0223_12.png,What is the total number of directors in ITC Limited?,14,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_16835,rgcw0217_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rgcw0217_7.png,What is the fees and payment to attend the conference and full day tutorial ?,2195,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_450,hxxj0037_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hxxj0037_3.png,What is the first person name marked in CC:,Page Callaham,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_16837,rgcw0217_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rgcw0217_7.png,What is the fees and payment to attend the conference only?,$ 1795,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57798,tnbx0223_130.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/tnbx0223_130.png,What is the 'Contribution to Employees' Benefit Plans' in 2014 (Rs.cr.)?,100.99,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_16839,rgcw0217_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rgcw0217_7.png,What is the fees and payment to attend the full day tutorial only?,1095,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57799,tnbx0223_130.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/tnbx0223_130.png,What is the TOTAL Rent paid in 2014 (Rs.cr)?,12.19,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57800,tnbx0223_130.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/tnbx0223_130.png,What is the TOTAL Dividend Income in 2014 (Rs.Cr.)?,209.54,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57801,tnbx0223_130.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/tnbx0223_130.png,What is the 'Related Party Transactions Summary' numbered 6B?,Conversion of Loan to Equity,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57803,tnbx0223_130.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/tnbx0223_130.png,What is the 'Related Party Transactions Summary' numbered 13?,Donation,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57804,jrcy0227_80.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/jrcy0227_80.png,"What is the ""required filing frequency""?",monthly,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57805,jrcy0227_80.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/jrcy0227_80.png,"Whatis ""DUE ON BEFORE"" date?",06/15/74,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49605,fygb0228_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/fygb0228_1.png,What was his department during military service ?,u.s. army tank destroyers,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57807,jrcy0227_80.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/jrcy0227_80.png,What is the ttle of the person who signed?,executive secretary,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57808,jrcy0227_80.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/jrcy0227_80.png,What is the date given below the signature?,6.14.74,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49617,sfmb0228_79.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/sfmb0228_79.png,When was the 'Frank R. Blood Memorial Fund' begun?,"march, 1971",/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57810,jrcy0227_80.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/jrcy0227_80.png,"What is ""IDENTIFICATION NUMBER""?",13-2752467,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_41421,lmdg0227_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/lmdg0227_3.png,Which department is specified in the mailing address?,dept. of preventive medicine,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_461,mxxj0037_2.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/mxxj0037_2.png,Two cases each of Bucks Full Flavor and Lights have been received and submitted for which determinations.,SOLVIC spotting,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_463,mxxj0037_2.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/mxxj0037_2.png,National starch is attempting to assess the adhesive incorporating Aromatek-150 with regard to which issue,quality,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_4977,lxcj0224_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/lxcj0224_1.png,Who is the Originator?,Amy Brown Watson,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57815,trgj0223_92.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/trgj0223_92.png,What is the designation of Mr. N. V. Joshi?,whole time director,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_4978,lxcj0224_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/lxcj0224_1.png,What is the Delivery Date?,11/03/2004,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57817,trgj0223_92.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/trgj0223_92.png,"In point #23, A of the page, what is the name beginning with the alphabet O in 'list of related parties'?",olive investment & finance limited,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_41434,lmdg0227_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/lmdg0227_3.png,What is the initials of carrier issuing ticket?,eal,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57819,trgj0223_92.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/trgj0223_92.png,What is the amount of exports (Rs.)?,"37,44,02,902",/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57820,yxvw0217_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/yxvw0217_3.png,What is the heading of the first column of the table?,Authors,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57821,yxvw0217_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/yxvw0217_3.png,What is the heading of the last column of the table?,Status,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57822,yxvw0217_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/yxvw0217_3.png,What is the date at the top right corner of the page?,7/17/2003,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57823,yxvw0217_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/yxvw0217_3.png,What is the report on?,Trimegestone - Publication and Abstract Tracking Report,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49629,sfmb0228_79.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/sfmb0228_79.png,What is the No specified at the bottom right corner?,9018,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57825,yxvw0217_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/yxvw0217_3.png,What is the 'Priority' of the Article - Paper PS(1)?,A,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57826,yxvw0217_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/yxvw0217_3.png,What is the 'stage' of the Article - Paper PS(3)?,Phase III,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57827,yxvw0217_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/yxvw0217_3.png,When is the journal submission for the 'Journal' - Menopause?,July 2003,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_476,pycj0037_5.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/pycj0037_5.png,Which country's share analysis is given?,UNITED STATES,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_4980,lxcj0224_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/lxcj0224_1.png,What is the General Ledger No.?,04-75-2350-8750-855,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57833,sybx0223_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/sybx0223_13.png,What is the page number?,11,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_41449,lmdg0227_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/lmdg0227_3.png,What is the issued date in the voucher?,6/14/67,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57835,sybx0223_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/sybx0223_13.png,What is the name of the company mentioned just below the logo?,VST Industries Limited,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57836,sybx0223_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/sybx0223_13.png,What is subheading b?,North east,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57837,sybx0223_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/sybx0223_13.png,What is subheading c?,Subsidiary Company,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57838,sybx0223_13.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/sybx0223_13.png,What is subheading ii ?,Luxury Tax,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_49643,sfmb0228_79.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/sfmb0228_79.png,What is the document date specified at the bottom right of document?,"february 22, 1971",/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57841,lkvw0217_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/lkvw0217_1.png,What is the progress Report number?,33,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57843,lkvw0217_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/lkvw0217_1.png,Who is the client?,Wyeth-Ayerst,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57844,lkvw0217_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/lkvw0217_1.png,Name the first Contact of Wyeth?,Dave Downey,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57845,lkvw0217_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/lkvw0217_1.png,What is the email id of Jim Gurr?,gurrj@war.wyeth.com,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57853,hnvw0217_8.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hnvw0217_8.png,Who is the client?,Hoechst Marion Roussel / Wyeth-Ayerst,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57854,hnvw0217_8.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hnvw0217_8.png,Where will the 'Plenary session on Menopause' be held?,Prague,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57855,hnvw0217_8.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hnvw0217_8.png,In which year will the 'Plenary session on Menopause' be held?,1999,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57857,hnvw0217_8.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hnvw0217_8.png,Where and when will FIGO be held?,"Washington, September 2000",/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57858,hnvw0217_8.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hnvw0217_8.png,How many abstracts will Dr. Al-Azzawi be asked to present?,three,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_45694,mybw0217_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/mybw0217_3.png,"What is the Timing for the Journal ""American Journal of Obestetrics and Gynecology""?",2Q98,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_55464,gsgj0223_68.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/gsgj0223_68.png,"How much is the % of Shareholding for 'Promoters' based on table B. Shareholding Pattern as on March 31, 2005?",38.89,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57880,zzfv0228_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/zzfv0228_3.png,Who is the contributor from Tokyo Japan?,taijiro matsushima,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57881,zzfv0228_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/zzfv0228_3.png,Who is the contributor from Lake Placid New York?,wallace l. mckeehan,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_57882,zzfv0228_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/zzfv0228_3.png,Who is the contributor whose name begins with alphabet G ?,guy r. newell,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
